LKP_SK,LKP_DOMAIN,LKP_CODE,LKP_DESCRIPTION,FULL_DESCRIPTION,LKP_VALUE,CREATION_DATE,UPDATE_DATE
134452,METHOD_OF_DESPATCH_DETAIL,3,3RD PARTY COLL,3RD PARTY COLLECTION,COLLECTION VIA 3RD PARTY ,Tue Jul 21 2015 22:00:15 GMT+0100 (British Summer Time),Thu Jan 09 2025 18:33:50 GMT+0000 (Greenwich Mean Time)
